# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 2M of event 'cpu-clock'
# Event count (approx.): 596077250000
#
# Overhead  Command          Shared Object       Symbol                                                
# ........  ...............  ..................  ......................................................
#
     0.00%  1_scheduler      [kernel.kallsyms]   [k] generic_pipe_buf_unmap
     0.00%  1_scheduler      [kernel.kallsyms]   [k] get_pageblock_flags_group
     0.00%  1_scheduler      [kernel.kallsyms]   [k] mem_cgroup_uncharge_page
     0.00%  1_scheduler      [kernel.kallsyms]   [k] native_set_pte_at
     0.00%  1_scheduler      beam.smp            [.] epoll_wait@plt
     0.00%  1_scheduler      beam.smp            [.] erts_alcu_realloc_thr_pref
     0.00%  1_scheduler      libpthread-2.17.so  [.] __libc_read
     0.00%  1_scheduler      libpthread-2.17.so  [.] __pthread_disable_asynccancel
     0.00%  1_scheduler      libpthread-2.17.so  [.] 0x000000000000e761
     0.00%  1_scheduler      libpthread-2.17.so  [.] 0x000000000000e780
     0.00%  1_scheduler      perf-16408.map      [.] $gen_server:try_dispatch/4-CodeInfoPrologue
     0.00%  2_scheduler      [kernel.kallsyms]   [k] __mark_inode_dirty
     0.00%  2_scheduler      [kernel.kallsyms]   [k] __split_huge_page
     0.00%  2_scheduler      [kernel.kallsyms]   [k] __tlb_remove_page
     0.00%  2_scheduler      [kernel.kallsyms]   [k] _raw_qspin_lock_irq
     0.00%  2_scheduler      [kernel.kallsyms]   [k] generic_pipe_buf_confirm
     0.00%  2_scheduler      [kernel.kallsyms]   [k] get_pageblock_flags_group
     0.00%  2_scheduler      [kernel.kallsyms]   [k] lookup_page_cgroup
     0.00%  2_scheduler      [kernel.kallsyms]   [k] mem_cgroup_charge_statistics.isra.20
     0.00%  2_scheduler      [kernel.kallsyms]   [k] plist_del
     0.00%  2_scheduler      [kernel.kallsyms]   [k] queued_spin_lock_slowpath
     0.00%  2_scheduler      [kernel.kallsyms]   [k] smp_call_function_many
     0.00%  2_scheduler      [kernel.kallsyms]   [k] try_to_wake_up
     0.00%  2_scheduler      beam.smp            [.] erts_thr_progress_later
     0.00%  2_scheduler      beam.smp            [.] ethr_get_monotonic_time
     0.00%  2_scheduler      beam.smp            [.] offset_heap
     0.00%  2_scheduler      libc-2.17.so        [.] 0x00000000000ff0cc
     0.00%  2_scheduler      libpthread-2.17.so  [.] __libc_read
     0.00%  2_scheduler      libpthread-2.17.so  [.] __libc_write
     0.00%  2_scheduler      libpthread-2.17.so  [.] __pthread_enable_asynccancel
     0.00%  2_scheduler      libpthread-2.17.so  [.] 0x000000000000e780
     0.00%  2_scheduler      perf-16408.map      [.] $gen_server:handle_msg/6-CodeInfoPrologue
     0.00%  3_scheduler      [kernel.kallsyms]   [k] __fdget_pos
     0.00%  3_scheduler      [kernel.kallsyms]   [k] __fsnotify_parent
     0.00%  3_scheduler      [kernel.kallsyms]   [k] __netif_receive_skb_core
     0.00%  3_scheduler      [kernel.kallsyms]   [k] __sb_start_write
     0.00%  3_scheduler      [kernel.kallsyms]   [k] __x86_indirect_thunk_r14
     0.00%  3_scheduler      [kernel.kallsyms]   [k] anon_pipe_buf_release
     0.00%  3_scheduler      [kernel.kallsyms]   [k] kill_fasync
     0.00%  3_scheduler      [kernel.kallsyms]   [k] memcg_check_events
     0.00%  3_scheduler      [kernel.kallsyms]   [k] pipe_poll
     0.00%  3_scheduler      [kernel.kallsyms]   [k] schedule_hrtimeout_range_clock
     0.00%  3_scheduler      [kernel.kallsyms]   [k] vm_normal_page
     0.00%  3_scheduler      beam.smp            [.] cpool_insert
     0.00%  3_scheduler      beam.smp            [.] erts_thr_progress_data
     0.00%  3_scheduler      beam.smp            [.] free_message_buffer
     0.00%  3_scheduler      libpthread-2.17.so  [.] 0x000000000000e701
     0.00%  4_scheduler      [kernel.kallsyms]   [k] __get_vma_policy
     0.00%  4_scheduler      [kernel.kallsyms]   [k] __inc_zone_state
     0.00%  4_scheduler      [kernel.kallsyms]   [k] __mnt_want_write
     0.00%  4_scheduler      [kernel.kallsyms]   [k] __split_huge_page
     0.00%  4_scheduler      [kernel.kallsyms]   [k] __wake_up_common_lock
     0.00%  4_scheduler      [kernel.kallsyms]   [k] alloc_pages_vma
     0.00%  4_scheduler      [kernel.kallsyms]   [k] cap_file_permission
     0.00%  4_scheduler      [kernel.kallsyms]   [k] clear_huge_page
     0.00%  4_scheduler      [kernel.kallsyms]   [k] do_sync_write
     0.00%  4_scheduler      [kernel.kallsyms]   [k] ext4_finish_bio
     0.00%  4_scheduler      [kernel.kallsyms]   [k] free_hot_cold_page_list
     0.00%  4_scheduler      [kernel.kallsyms]   [k] free_pages_prepare
     0.00%  4_scheduler      [kernel.kallsyms]   [k] generic_pipe_buf_unmap
     0.00%  4_scheduler      [kernel.kallsyms]   [k] lookup_page_cgroup
     0.00%  4_scheduler      [kernel.kallsyms]   [k] lru_cache_add
     0.00%  4_scheduler      [kernel.kallsyms]   [k] plist_del
     0.00%  4_scheduler      [kernel.kallsyms]   [k] rw_verify_area
     0.00%  4_scheduler      [kernel.kallsyms]   [k] touch_atime
     0.00%  4_scheduler      beam.smp            [.] abandon_carrier
     0.00%  4_scheduler      beam.smp            [.] cpool_insert
     0.00%  4_scheduler      beam.smp            [.] erts_alcu_realloc_thr_pref
     0.00%  4_scheduler      beam.smp            [.] erts_thr_progress_data
     0.00%  4_scheduler      beam.smp            [.] ethr_get_monotonic_time
     0.00%  4_scheduler      libpthread-2.17.so  [.] __libc_read
     0.00%  4_scheduler      libpthread-2.17.so  [.] __pthread_disable_asynccancel
     0.00%  5_scheduler      [kernel.kallsyms]   [k] __fsnotify_parent
     0.00%  5_scheduler      [kernel.kallsyms]   [k] __get_vma_policy
     0.00%  5_scheduler      [kernel.kallsyms]   [k] __mark_inode_dirty
     0.00%  5_scheduler      [kernel.kallsyms]   [k] __mem_cgroup_try_charge
     0.00%  5_scheduler      [kernel.kallsyms]   [k] alloc_pages_vma
     0.00%  5_scheduler      [kernel.kallsyms]   [k] free_hot_cold_page_list
     0.00%  5_scheduler      [kernel.kallsyms]   [k] hrtimer_cancel
     0.00%  5_scheduler      [kernel.kallsyms]   [k] pagevec_lru_move_fn
     0.00%  5_scheduler      [kernel.kallsyms]   [k] rw_verify_area
     0.00%  5_scheduler      [kernel.kallsyms]   [k] sys_write
     0.00%  5_scheduler      [kernel.kallsyms]   [k] timerfd_poll
     0.00%  5_scheduler      [kernel.kallsyms]   [k] up_read
     0.00%  5_scheduler      beam.smp            [.] aoff_lookup_pooled_mbc
     0.00%  5_scheduler      beam.smp            [.] erts_aoff_larger_max_size
     0.00%  5_scheduler      beam.smp            [.] erts_thr_progress_data
     0.00%  5_scheduler      beam.smp            [.] mbc_alloc_finalize
     0.00%  5_scheduler      libc-2.17.so        [.] msort_with_tmp.part.0
     0.00%  5_scheduler      libc-2.17.so        [.] 0x00000000000ff0f2
     0.00%  5_scheduler      libpthread-2.17.so  [.] 0x000000000000e761
     0.00%  6_dirty_io_sche  [kernel.kallsyms]   [k] get_pageblock_flags_group
     0.00%  6_scheduler      [kernel.kallsyms]   [k] __inc_zone_page_state
     0.00%  6_scheduler      [kernel.kallsyms]   [k] __list_del_entry
     0.00%  6_scheduler      [kernel.kallsyms]   [k] __split_huge_page
     0.00%  6_scheduler      [kernel.kallsyms]   [k] __wake_up_common_lock
     0.00%  6_scheduler      [kernel.kallsyms]   [k] _raw_qspin_lock_irq
     0.00%  6_scheduler      [kernel.kallsyms]   [k] cap_file_permission
     0.00%  6_scheduler      [kernel.kallsyms]   [k] current_fs_time
     0.00%  6_scheduler      [kernel.kallsyms]   [k] generic_pipe_buf_confirm
     0.00%  6_scheduler      [kernel.kallsyms]   [k] get_vma_policy
     0.00%  6_scheduler      [kernel.kallsyms]   [k] mem_cgroup_uncharge_page
     0.00%  6_scheduler      [kernel.kallsyms]   [k] memcg_check_events
     0.00%  6_scheduler      [kernel.kallsyms]   [k] pipe_iov_copy_from_user.constprop.9
     0.00%  6_scheduler      [kernel.kallsyms]   [k] pipe_poll
     0.00%  6_scheduler      [kernel.kallsyms]   [k] rcu_bh_qs
     0.00%  6_scheduler      [kernel.kallsyms]   [k] rcu_process_callbacks
     0.00%  6_scheduler      [kernel.kallsyms]   [k] release_pages
     0.00%  6_scheduler      [kernel.kallsyms]   [k] smp_call_function_many
     0.00%  6_scheduler      [kernel.kallsyms]   [k] timerfd_fget
     0.00%  6_scheduler      beam.smp            [.] create_carrier
     0.00%  6_scheduler      beam.smp            [.] erts_alcu_fix_alloc_shrink
     0.00%  6_scheduler      beam.smp            [.] ethr_leave_ts_event
     0.00%  6_scheduler      beam.smp            [.] haw_thr_prgr_soft_wakeup
     0.00%  6_scheduler      beam.smp            [.] syscall@plt
     0.00%  6_scheduler      libc-2.17.so        [.] 0x00000000000ff0cc
     0.00%  6_scheduler      libc-2.17.so        [.] 0x00000000000ff0f2
     0.00%  6_scheduler      libpthread-2.17.so  [.] __pthread_disable_asynccancel
     0.00%  6_scheduler      libpthread-2.17.so  [.] __pthread_enable_asynccancel
     0.00%  6_scheduler      libpthread-2.17.so  [.] 0x000000000000e761
     0.00%  7_scheduler      [kernel.kallsyms]   [k] __get_vma_policy
     0.00%  7_scheduler      [kernel.kallsyms]   [k] __inc_zone_state
     0.00%  7_scheduler      [kernel.kallsyms]   [k] __lru_cache_add
     0.00%  7_scheduler      [kernel.kallsyms]   [k] __mark_inode_dirty
     0.00%  7_scheduler      [kernel.kallsyms]   [k] __sb_end_write
     0.00%  7_scheduler      [kernel.kallsyms]   [k] __sb_start_write
     0.00%  7_scheduler      [kernel.kallsyms]   [k] __tlb_remove_page
     0.00%  7_scheduler      [kernel.kallsyms]   [k] __wake_up_sync_key
     0.00%  7_scheduler      [kernel.kallsyms]   [k] cap_file_permission
     0.00%  7_scheduler      [kernel.kallsyms]   [k] free_pages_and_swap_cache
     0.00%  7_scheduler      [kernel.kallsyms]   [k] generic_pipe_buf_unmap
     0.00%  7_scheduler      [kernel.kallsyms]   [k] get_pageblock_flags_group
     0.00%  7_scheduler      [kernel.kallsyms]   [k] get_vma_policy
     0.00%  7_scheduler      [kernel.kallsyms]   [k] hrtimer_init_sleeper
     0.00%  7_scheduler      [kernel.kallsyms]   [k] kmem_cache_alloc
     0.00%  7_scheduler      [kernel.kallsyms]   [k] mem_cgroup_charge_statistics.isra.20
     0.00%  7_scheduler      [kernel.kallsyms]   [k] pipe_poll
     0.00%  7_scheduler      [kernel.kallsyms]   [k] rcu_bh_qs
     0.00%  7_scheduler      [kernel.kallsyms]   [k] release_pages
     0.00%  7_scheduler      [kernel.kallsyms]   [k] schedule_hrtimeout_range
     0.00%  7_scheduler      [kernel.kallsyms]   [k] up_read
     0.00%  7_scheduler      [kernel.kallsyms]   [k] vfs_read
     0.00%  7_scheduler      [kernel.kallsyms]   [k] vfs_write
     0.00%  7_scheduler      [kernel.kallsyms]   [k] vm_normal_page
     0.00%  7_scheduler      beam.smp            [.] create_carrier
     0.00%  7_scheduler      beam.smp            [.] empty_runq_aux
     0.00%  7_scheduler      beam.smp            [.] erts_thr_progress_data
     0.00%  7_scheduler      beam.smp            [.] offset_heap
     0.00%  7_scheduler      beam.smp            [.] sweep_new_heap
     0.00%  7_scheduler      beam.smp            [.] syscall@plt
     0.00%  7_scheduler      libpthread-2.17.so  [.] __libc_read
     0.00%  7_scheduler      libpthread-2.17.so  [.] __libc_write
     0.00%  7_scheduler      libpthread-2.17.so  [.] 0x000000000000e761
     0.00%  7_scheduler      libpthread-2.17.so  [.] 0x000000000000e780
     0.00%  8_scheduler      [kernel.kallsyms]   [k] __fsnotify_parent
     0.00%  8_scheduler      [kernel.kallsyms]   [k] __inc_zone_state
     0.00%  8_scheduler      [kernel.kallsyms]   [k] __mnt_want_write
     0.00%  8_scheduler      [kernel.kallsyms]   [k] __sb_end_write
     0.00%  8_scheduler      [kernel.kallsyms]   [k] __split_huge_page
     0.00%  8_scheduler      [kernel.kallsyms]   [k] __split_vma
     0.00%  8_scheduler      [kernel.kallsyms]   [k] __wake_up_common_lock
     0.00%  8_scheduler      [kernel.kallsyms]   [k] clear_page
     0.00%  8_scheduler      [kernel.kallsyms]   [k] do_sync_write
     0.00%  8_scheduler      [kernel.kallsyms]   [k] generic_pipe_buf_confirm
     0.00%  8_scheduler      [kernel.kallsyms]   [k] get_pageblock_flags_group
     0.00%  8_scheduler      [kernel.kallsyms]   [k] kill_fasync
     0.00%  8_scheduler      [kernel.kallsyms]   [k] rcu_process_callbacks
     0.00%  8_scheduler      [kernel.kallsyms]   [k] run_rebalance_domains
     0.00%  8_scheduler      [kernel.kallsyms]   [k] schedule_hrtimeout_range_clock
     0.00%  8_scheduler      [kernel.kallsyms]   [k] try_to_wake_up
     0.00%  8_scheduler      [kernel.kallsyms]   [k] update_blocked_averages
     0.00%  8_scheduler      beam.smp            [.] aoff_lookup_pooled_mbc
     0.00%  8_scheduler      beam.smp            [.] cpool_delete.isra.18
     0.00%  8_scheduler      beam.smp            [.] erts_alcu_fix_alloc_shrink
     0.00%  8_scheduler      beam.smp            [.] erts_thr_progress_later
     0.00%  8_scheduler      beam.smp            [.] ethr_get_monotonic_time
     0.00%  8_scheduler      beam.smp            [.] free_message_buffer
     0.00%  8_scheduler      beam.smp            [.] realloc_thr_pref
     0.00%  8_scheduler      libc-2.17.so        [.] 0x00000000000ff0cc
     0.00%  8_scheduler      libpthread-2.17.so  [.] __libc_write
     0.00%  8_scheduler      libpthread-2.17.so  [.] __pthread_disable_asynccancel
     0.00%  8_scheduler      libpthread-2.17.so  [.] 0x000000000000e761
     0.00%  8_scheduler      libpthread-2.17.so  [.] 0x000000000000e780
     0.00%  8_scheduler      perf-16408.map      [.] $gen_server:handle_msg/6-CodeInfoPrologue
     0.00%  1_aux            [kernel.kallsyms]   [k] _raw_spin_unlock_irqrestore
     0.00%  1_scheduler      [kernel.kallsyms]   [k] PageHuge.part.43
     0.00%  1_scheduler      [kernel.kallsyms]   [k] __dec_zone_state
     0.00%  1_scheduler      [kernel.kallsyms]   [k] __free_pages_ok
     0.00%  1_scheduler      [kernel.kallsyms]   [k] __inc_zone_state
     0.00%  1_scheduler      [kernel.kallsyms]   [k] __netif_receive_skb_core
     0.00%  1_scheduler      [kernel.kallsyms]   [k] __sb_end_write
     0.00%  1_scheduler      [kernel.kallsyms]   [k] __skb_checksum
     0.00%  1_scheduler      [kernel.kallsyms]   [k] __skb_flow_dissect
     0.00%  1_scheduler      [kernel.kallsyms]   [k] __skb_flow_get_ports
     0.00%  1_scheduler      [kernel.kallsyms]   [k] __split_huge_page
     0.00%  1_scheduler      [kernel.kallsyms]   [k] __wake_up_sync_key
     0.00%  1_scheduler      [kernel.kallsyms]   [k] __zone_watermark_ok
     0.00%  1_scheduler      [kernel.kallsyms]   [k] anon_vma_interval_tree_insert
     0.00%  1_scheduler      [kernel.kallsyms]   [k] bictcp_cong_avoid
     0.00%  1_scheduler      [kernel.kallsyms]   [k] check_for_new_grace_period.isra.26
     0.00%  1_scheduler      [kernel.kallsyms]   [k] do_sync_write
     0.00%  1_scheduler      [kernel.kallsyms]   [k] generic_pipe_buf_map
     0.00%  1_scheduler      [kernel.kallsyms]   [k] get_signal_to_deliver
     0.00%  1_scheduler      [kernel.kallsyms]   [k] get_vma_policy
     0.00%  1_scheduler      [kernel.kallsyms]   [k] ip_route_input_slow
     0.00%  1_scheduler      [kernel.kallsyms]   [k] mem_cgroup_charge_statistics.isra.20
     0.00%  1_scheduler      [kernel.kallsyms]   [k] mem_cgroup_newpage_charge
     0.00%  1_scheduler      [kernel.kallsyms]   [k] mpx_notify_unmap
     0.00%  1_scheduler      [kernel.kallsyms]   [k] net_rx_action
     0.00%  1_scheduler      [kernel.kallsyms]   [k] pagevec_lru_move_fn
     0.00%  1_scheduler      [kernel.kallsyms]   [k] plist_del
     0.00%  1_scheduler      [kernel.kallsyms]   [k] policy_nodemask
     0.00%  1_scheduler      [kernel.kallsyms]   [k] rcu_bh_qs
     0.00%  1_scheduler      [kernel.kallsyms]   [k] run_rebalance_domains
     0.00%  1_scheduler      [kernel.kallsyms]   [k] rwsem_down_write_failed
     0.00%  1_scheduler      [kernel.kallsyms]   [k] scsi_io_completion
     0.00%  1_scheduler      [kernel.kallsyms]   [k] try_to_wake_up
     0.00%  1_scheduler      [kernel.kallsyms]   [k] up_read
     0.00%  1_scheduler      [kernel.kallsyms]   [k] update_blocked_averages
     0.00%  1_scheduler      [kernel.kallsyms]   [k] update_time
     0.00%  1_scheduler      [kernel.kallsyms]   [k] vfs_read
     0.00%  1_scheduler      [kernel.kallsyms]   [k] vm_normal_page
     0.00%  1_scheduler      beam.smp            [.] cpool_insert
     0.00%  1_scheduler      beam.smp            [.] ddq_enqueue
     0.00%  1_scheduler      beam.smp            [.] erl_drv_output_term
     0.00%  1_scheduler      beam.smp            [.] erts_alcu_fix_alloc_shrink
     0.00%  1_scheduler      beam.smp            [.] erts_aoff_larger_max_size
     0.00%  1_scheduler      beam.smp            [.] erts_gc_update_map_exact
     0.00%  1_scheduler      beam.smp            [.] erts_mmap
     0.00%  1_scheduler      beam.smp            [.] erts_monitor_tree_delete
     0.00%  1_scheduler      beam.smp            [.] erts_send_message
     0.00%  1_scheduler      beam.smp            [.] ethr_atomic32_addr
     0.00%  1_scheduler      beam.smp            [.] free_message_buffer
     0.00%  1_scheduler      beam.smp            [.] mseg_alloc.isra.9
     0.00%  1_scheduler      beam.smp            [.] mseg_dealloc.isra.4
     0.00%  1_scheduler      beam.smp            [.] timerfd_settime@plt
     0.00%  1_scheduler      beam.smp            [.] unicode_characters_to_binary_2
     0.00%  1_scheduler      beam.smp            [.] write@plt
     0.00%  1_scheduler      libc-2.17.so        [.] __mmap64
     0.00%  1_scheduler      libc-2.17.so        [.] 0x00000000000ff0cc
     0.00%  1_scheduler      libc-2.17.so        [.] 0x00000000000ff0f2
     0.00%  1_scheduler      libpthread-2.17.so  [.] __libc_write
     0.00%  1_scheduler      perf-16408.map      [.] $queue:peek/1-CodeInfoPrologue
     0.00%  2_scheduler      [kernel.kallsyms]   [k] PageHuge
     0.00%  2_scheduler      [kernel.kallsyms]   [k] PageHuge.part.43
     0.00%  2_scheduler      [kernel.kallsyms]   [k] __fdget_pos
     0.00%  2_scheduler      [kernel.kallsyms]   [k] __free_pages_ok
     0.00%  2_scheduler      [kernel.kallsyms]   [k] __get_vma_policy
     0.00%  2_scheduler      [kernel.kallsyms]   [k] __inc_zone_state
     0.00%  2_scheduler      [kernel.kallsyms]   [k] __mnt_want_write
     0.00%  2_scheduler      [kernel.kallsyms]   [k] __slab_free
     0.00%  2_scheduler      [kernel.kallsyms]   [k] __vma_adjust
     0.00%  2_scheduler      [kernel.kallsyms]   [k] __zone_watermark_ok
     0.00%  2_scheduler      [kernel.kallsyms]   [k] _copy_to_user
     0.00%  2_scheduler      [kernel.kallsyms]   [k] add_mm_counter_fast
     0.00%  2_scheduler      [kernel.kallsyms]   [k] file_update_time
     0.00%  2_scheduler      [kernel.kallsyms]   [k] free_hot_cold_page_list
     0.00%  2_scheduler      [kernel.kallsyms]   [k] generic_pipe_buf_unmap
     0.00%  2_scheduler      [kernel.kallsyms]   [k] get_vma_policy
     0.00%  2_scheduler      [kernel.kallsyms]   [k] hrtimer_init_sleeper
     0.00%  2_scheduler      [kernel.kallsyms]   [k] is_vma_temporary_stack
     0.00%  2_scheduler      [kernel.kallsyms]   [k] journal_end_buffer_io_sync
     0.00%  2_scheduler      [kernel.kallsyms]   [k] kill_fasync
     0.00%  2_scheduler      [kernel.kallsyms]   [k] mem_cgroup_uncharge_page
     0.00%  2_scheduler      [kernel.kallsyms]   [k] memcg_check_events
     0.00%  2_scheduler      [kernel.kallsyms]   [k] pagevec_lru_move_fn
     0.00%  2_scheduler      [kernel.kallsyms]   [k] perf_iterate_ctx
     0.00%  2_scheduler      [kernel.kallsyms]   [k] pipe_iov_copy_from_user.constprop.9
     0.00%  2_scheduler      [kernel.kallsyms]   [k] policy_nodemask
     0.00%  2_scheduler      [kernel.kallsyms]   [k] rcu_bh_qs
     0.00%  2_scheduler      [kernel.kallsyms]   [k] retint_careful
     0.00%  2_scheduler      [kernel.kallsyms]   [k] rw_verify_area
     0.00%  2_scheduler      [kernel.kallsyms]   [k] schedule_hrtimeout_range
     0.00%  2_scheduler      [kernel.kallsyms]   [k] schedule_hrtimeout_range_clock
     0.00%  2_scheduler      [kernel.kallsyms]   [k] split_huge_page_address
     0.00%  2_scheduler      [kernel.kallsyms]   [k] sys_write
     0.00%  2_scheduler      [kernel.kallsyms]   [k] tcp_send_delayed_ack
     0.00%  2_scheduler      [kernel.kallsyms]   [k] timerfd_fget
     0.00%  2_scheduler      [kernel.kallsyms]   [k] unmapped_area_topdown
     0.00%  2_scheduler      [kernel.kallsyms]   [k] up_read
     0.00%  2_scheduler      [kernel.kallsyms]   [k] userfaultfd_unmap_prep
     0.00%  2_scheduler      [kernel.kallsyms]   [k] vm_pgprot_modify
     0.00%  2_scheduler      [kernel.kallsyms]   [k] vma_compute_subtree_gap
     0.00%  2_scheduler      beam.smp            [.] aoff_add_mbc
     0.00%  2_scheduler      beam.smp            [.] cpool_insert
     0.00%  2_scheduler      beam.smp            [.] create_carrier
     0.00%  2_scheduler      beam.smp            [.] do_build_utf8
     0.00%  2_scheduler      beam.smp            [.] epoll_wait@plt
     0.00%  2_scheduler      beam.smp            [.] erts_alcu_realloc_thr_pref
     0.00%  2_scheduler      beam.smp            [.] erts_aoff_larger_max_size
     0.00%  2_scheduler      beam.smp            [.] erts_monitor_tree_delete
     0.00%  2_scheduler      beam.smp            [.] erts_mseg_no
     0.00%  2_scheduler      beam.smp            [.] erts_proc_sig_handle_incoming
     0.00%  2_scheduler      beam.smp            [.] ethr_atomic32_addr
     0.00%  2_scheduler      beam.smp            [.] memcpy@plt
     0.00%  2_scheduler      beam.smp            [.] mk_utf8_result_bin
     0.00%  2_scheduler      beam.smp            [.] sweep_new_heap
     0.00%  2_scheduler      beam.smp            [.] syscall@plt
     0.00%  2_scheduler      libc-2.17.so        [.] 0x00000000000ff0dc
     0.00%  2_scheduler      libpthread-2.17.so  [.] __pthread_disable_asynccancel
     0.00%  2_scheduler      libpthread-2.17.so  [.] 0x000000000000e701
     0.00%  2_scheduler      perf-16408.map      [.] $gen_server:try_dispatch/4-CodeInfoPrologue
     0.00%  2_scheduler      perf-16408.map      [.] $io:execute_request/3
     0.00%  2_scheduler      perf-16408.map      [.] $user_drv:io_command/1
     0.00%  2_scheduler      perf-16408.map      [.] $user_drv:io_request/3
     0.00%  3_scheduler      [kernel.kallsyms]   [k] PageHuge
     0.00%  3_scheduler      [kernel.kallsyms]   [k] __dec_zone_state
     0.00%  3_scheduler      [kernel.kallsyms]   [k] __getnstimeofday64
     0.00%  3_scheduler      [kernel.kallsyms]   [k] __mark_inode_dirty
     0.00%  3_scheduler      [kernel.kallsyms]   [k] __pte_alloc
     0.00%  3_scheduler      [kernel.kallsyms]   [k] __skb_get_hash
     0.00%  3_scheduler      [kernel.kallsyms]   [k] __tlb_remove_page
     0.00%  3_scheduler      [kernel.kallsyms]   [k] __vma_adjust
     0.00%  3_scheduler      [kernel.kallsyms]   [k] _raw_qspin_lock_irq
     0.00%  3_scheduler      [kernel.kallsyms]   [k] add_mm_counter_fast
     0.00%  3_scheduler      [kernel.kallsyms]   [k] alloc_pages_vma
     0.00%  3_scheduler      [kernel.kallsyms]   [k] cap_vm_enough_memory
     0.00%  3_scheduler      [kernel.kallsyms]   [k] current_fs_time
     0.00%  3_scheduler      [kernel.kallsyms]   [k] delayed_put_task_struct
     0.00%  3_scheduler      [kernel.kallsyms]   [k] do_mmap
     0.00%  3_scheduler      [kernel.kallsyms]   [k] down_write
     0.00%  3_scheduler      [kernel.kallsyms]   [k] enqueue_to_backlog
     0.00%  3_scheduler      [kernel.kallsyms]   [k] error_exit
     0.00%  3_scheduler      [kernel.kallsyms]   [k] fib_table_lookup
     0.00%  3_scheduler      [kernel.kallsyms]   [k] generic_pipe_buf_map
     0.00%  3_scheduler      [kernel.kallsyms]   [k] generic_pipe_buf_unmap
     0.00%  3_scheduler      [kernel.kallsyms]   [k] get_rps_cpu
     0.00%  3_scheduler      [kernel.kallsyms]   [k] hrtimer_init_sleeper
     0.00%  3_scheduler      [kernel.kallsyms]   [k] ip_finish_output
     0.00%  3_scheduler      [kernel.kallsyms]   [k] is_uv_system
     0.00%  3_scheduler      [kernel.kallsyms]   [k] is_vma_temporary_stack
     0.00%  3_scheduler      [kernel.kallsyms]   [k] journal_end_buffer_io_sync
     0.00%  3_scheduler      [kernel.kallsyms]   [k] kmem_cache_free
     0.00%  3_scheduler      [kernel.kallsyms]   [k] lookup_page_cgroup
     0.00%  3_scheduler      [kernel.kallsyms]   [k] lru_cache_add
     0.00%  3_scheduler      [kernel.kallsyms]   [k] mem_cgroup_charge_statistics.isra.20
     0.00%  3_scheduler      [kernel.kallsyms]   [k] native_set_pte_at
     0.00%  3_scheduler      [kernel.kallsyms]   [k] process_backlog
     0.00%  3_scheduler      [kernel.kallsyms]   [k] rcu_bh_qs
     0.00%  3_scheduler      [kernel.kallsyms]   [k] rcu_process_gp_end
     0.00%  3_scheduler      [kernel.kallsyms]   [k] rebalance_domains
     0.00%  3_scheduler      [kernel.kallsyms]   [k] release_pages
     0.00%  3_scheduler      [kernel.kallsyms]   [k] sys_write
     0.00%  3_scheduler      [kernel.kallsyms]   [k] tcp_md5_do_lookup
     0.00%  3_scheduler      [kernel.kallsyms]   [k] tcp_v4_do_rcv
     0.00%  3_scheduler      [kernel.kallsyms]   [k] trace_do_page_fault
     0.00%  3_scheduler      [kernel.kallsyms]   [k] tty_paranoia_check
     0.00%  3_scheduler      [kernel.kallsyms]   [k] unmapped_area_topdown
     0.00%  3_scheduler      [kernel.kallsyms]   [k] vfs_read
     0.00%  3_scheduler      [kernel.kallsyms]   [k] vma_compute_subtree_gap
     0.00%  3_scheduler      beam.smp            [.] aoff_add_mbc
     0.00%  3_scheduler      beam.smp            [.] build_utf8_return
     0.00%  3_scheduler      beam.smp            [.] create_carrier
     0.00%  3_scheduler      beam.smp            [.] driver_peekq
     0.00%  3_scheduler      beam.smp            [.] erts_alcu_fix_alloc_shrink
     0.00%  3_scheduler      beam.smp            [.] erts_alcu_realloc_thr_pref
     0.00%  3_scheduler      beam.smp            [.] erts_mseg_dealloc_opt
     0.00%  3_scheduler      beam.smp            [.] erts_mseg_no
     0.00%  3_scheduler      beam.smp            [.] erts_port_output
     0.00%  3_scheduler      beam.smp            [.] erts_proc_sig_privqs_len
     0.00%  3_scheduler      beam.smp            [.] ethr_atomic32_addr
     0.00%  3_scheduler      beam.smp            [.] garbage_collect_hibernate
     0.00%  3_scheduler      beam.smp            [.] haw_thr_prgr_soft_wakeup
     0.00%  3_scheduler      beam.smp            [.] memcpy@plt
     0.00%  3_scheduler      beam.smp            [.] proc_queue_signal
     0.00%  3_scheduler      libc-2.17.so        [.] __GI___munmap
     0.00%  3_scheduler      libc-2.17.so        [.] msort_with_tmp.part.0
     0.00%  3_scheduler      libc-2.17.so        [.] wcwidth
     0.00%  3_scheduler      libc-2.17.so        [.] 0x00000000000ff0cc
     0.00%  3_scheduler      libc-2.17.so        [.] 0x00000000000ff0dc
     0.00%  3_scheduler      libpthread-2.17.so  [.] __pthread_enable_asynccancel
     0.00%  3_scheduler      libpthread-2.17.so  [.] 0x000000000000e761
     0.00%  3_scheduler      libpthread-2.17.so  [.] 0x000000000000e780
     0.00%  3_scheduler      perf-16408.map      [.] $io_lib_format:collect/2
     0.00%  3_scheduler      perf-16408.map      [.] $lists:reverse/1-CodeInfoPrologue
